PR,URL,Title,Content type,Is rendered page,HTTP status code,Organic traffic,Depth,Meta description,Meta description patch,Meta description patch status,Meta description length,No. of meta descriptions,Is indexable page
21,https://handlemyfile.com/ru/csv-v-excel,Бесплатный конвертер CSV в Excel (.xlsx) — механизм мгновенного браузера | HandleMyFile,text/html; charset=utf-8,false,200,0,0,Превратите необработанные файлы CSV в правильно отформатированные электронные таблицы Excel с поддержкой нескольких листов и нулевой потерей данных в автономном режиме.,,,168,1,true
21,https://handlemyfile.com/fr/numeros-de-pages,Ajouter des numéros de page au PDF - En-tête et pied de page personnalisés localement | HandleMyFile,text/html; charset=utf-8,false,200,0,0,Ajoutez facilement des numéros de page propres et personnalisables à l'en-tête ou au pied de page de votre PDF avec un contrôle total du style dans votre navigateur.,,,165,1,true
21,https://handlemyfile.com/vi/nen-pdf,Nén PDF trực tuyến - Giảm 60-90% kích thước tệp cục bộ | HandleMyFile,text/html; charset=utf-8,false,200,0,0,Thu nhỏ các tệp PDF lớn lên tới 90% bằng cách sử dụng các kỹ thuật rasterization không mất dữ liệu thích ứng và phân loại theo độ phân giải cao trực tiếp trong WebAssembly.,,,172,1,true
21,https://handlemyfile.com/ro/ocr-pdf,OCR gratuit de browser - Extrageți text din PDF și imagini scanate | HandleMyFile,text/html; charset=utf-8,false,200,0,0,"Transformați PDF-urile și imaginile scanate care nu pot fi căutate în text simplu editabil la nivel local, folosind lucrătorii OCR WebAssembly în mai multe limbi.",,,162,1,true
21,https://handlemyfile.com/fr/csv-vers-excel,Convertisseur CSV en Excel gratuit (.xlsx) - Moteur de navigateur instantané | HandleMyFile,text/html; charset=utf-8,false,200,0,0,Transformez des fichiers CSV bruts en feuilles de calcul Excel correctement formatées avec prise en charge de plusieurs feuilles et zéro perte de données hors ligne.,,,165,1,true
21,https://handlemyfile.com/it/numeri-di-pagina,Aggiungi numeri di pagina al PDF - Intestazione e piè di pagina personalizzati localmente | HandleMyFile,text/html; charset=utf-8,false,200,0,0,Aggiungi facilmente numeri di pagina puliti e personalizzabili all'intestazione o al piè di pagina del tuo PDF con il controllo completo dello stile nel tuo browser.,,,165,1,true
21,https://handlemyfile.com/ms/nombor-halaman,Tambahkan Nombor Halaman pada PDF - Pengepala & Pengaki Tersuai Secara Setempat | HandleMyFile,text/html; charset=utf-8,false,200,0,0,Tambah nombor halaman yang bersih dan boleh disesuaikan dengan mudah pada pengepala atau pengaki PDF anda dengan kawalan penggayaan penuh dalam penyemak imbas anda.,,,164,1,true
21,https://handlemyfile.com/uk/ocr-pdf,Безкоштовне оптичне розпізнавання символів у веб-переглядачі – вилучення тексту зі сканованих PDF-файлів і зображень | HandleMyFile,text/html; charset=utf-8,false,200,0,0,"Перетворюйте відскановані PDF-файли та зображення без можливості пошуку на звичайний текст, який можна редагувати локально за допомогою багатомовних програм OCR WebAssembly.",,,173,1,true
21,https://handlemyfile.com/fr/ppt-en-pdf,Convertir PowerPoint en PDF - Diapositives PPTX en PDF localement | HandleMyFile,text/html; charset=utf-8,false,200,0,0,Enregistrez les diapositives de présentation PPTX sous forme de documents PDF universels pour un partage et une impression faciles sans téléchargement sur le serveur.,,,166,1,true
21,https://handlemyfile.com/el/ocr-pdf,Δωρεάν OCR προγράμματος περιήγησης - Εξαγωγή κειμένου από σαρωμένο PDF & εικόνες | HandleMyFile,text/html; charset=utf-8,false,200,0,0,Μετατρέψτε τα σαρωμένα PDF και τις εικόνες που δεν μπορούν να αναζητηθούν σε επεξεργάσιμο απλό κείμενο τοπικά χρησιμοποιώντας πολυγλωσσικά προγράμματα OCR WebAssembly.,,,167,1,true
